23,228,26,68,91,57,673,27,52,3,26,84,
24,229,27,69,109,59,674,28,53,4,27,85,
25,230,28,70,110,60,675,29,54,5,28,86,
26,231,29,111,111,61,676,30,55,6,29,87,
27,232,30,112,112,62,677,31,56,7,30,88,
28,233,31,113,113,64,678,32,57,8,31,89,
310,119,114,118,65,753,58,90,32,90,
