5,274,4,53,48,39,53,12,6,6,3,6,39,207,52,72,72,79,72,72,4,75,3,4,4,84,85,85,3,78,80,82,80,80,88,78,83,80,82,80,82,82,84,91,3,3,
6,275,5,54,49,40,54,13,7,7,4,7,40,208,53,73,74,80,74,74,5,76,4,5,5,85,91,86,4,79,84,87,86,84,94,79,84,81,85,81,83,85,85,92,4,4,
8,276,6,55,50,41,55,14,8,8,5,8,41,209,54,75,75,81,75,75,6,77,5,6,6,88,92,87,5,83,85,89,87,87,95,83,85,82,89,82,84,89,88,93,5,5,
9,277,7,56,51,42,56,15,9,9,6,9,42,210,55,76,90,82,88,88,7,79,6,7,7,90,95,92,6,85,91,90,92,91,99,85,86,88,91,89,91,90,89,94,6,6,
13,278,8,57,52,43,57,16,10,10,7,10,43,211,56,92,92,83,89,90,8,80,7,8,8,91,96,93,7,89,92,91,93,92,100,89,87,89,93,93,94,92,90,95,7,7,
16,279,9,58,58,44,58,17,11,11,8,11,44,212,57,93,93,84,90,91,9,91,8,9,9,92,97,95,8,92,95,92,95,94,103,92,88,90,94,94,96,94,91,96,8,8,
54,42,59,59,45,59,52,262,58,94,94,86,94,94,58,92,57,95,98,96,86,94,96,93,96,98,104,94,89,91,95,95,97,95,92,97,81,
