459,13,4,162,4,9,4,10,6,5,6,4,17,37,38,38,7,7,63,67,63,62,66,36,38,
460,14,5,163,5,10,5,11,7,6,7,5,18,38,39,39,8,8,64,68,64,63,67,37,39,
461,15,6,164,6,11,6,12,8,7,8,6,19,39,40,40,9,9,65,69,65,64,68,38,63,
462,16,7,177,7,18,7,13,9,8,9,7,20,40,41,41,10,10,66,70,66,65,69,39,64,
472,17,8,178,8,19,8,14,10,9,10,8,21,41,42,42,11,11,67,71,67,66,71,42,65,
473,18,9,179,9,20,9,15,11,10,11,9,22,42,43,43,12,12,68,72,68,67,72,43,66,
531,33,17,50,32,18,52,104,43,44,44,109,69,73,69,68,73,44,67,
