23,217,26,80,103,88,822,27,86,3,79,79,
24,218,27,81,104,89,823,28,87,4,80,80,
25,219,28,82,105,90,824,29,89,5,81,81,
26,220,29,83,106,106,825,30,90,6,82,82,
27,221,30,84,107,107,826,31,91,7,83,83,
28,222,31,87,108,108,827,32,92,8,84,84,
63,294,110,88,109,109,905,97,42,85,85,
